feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,stripes_high,stripes_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories
F,E,E_F.png,training,1,1,6,low,stripes,feet,W,E,F,C,218,6_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_C.png,Resources/W_F.png","low,low,high,high"
C,W,W_C.png,training,1,2,7,high,stripes,feet,W,E,F,C,218,7_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_C.png,Resources/W_F.png","low,low,high,high"
F,W,W_F.png,training,1,3,8,high,stripes,feet,W,E,F,C,218,8_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_C.png,Resources/W_F.png","low,low,high,high"
C,E,E_C.png,training,1,4,5,low,stripes,feet,W,E,F,C,218,5_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_C.png,Resources/W_F.png","low,low,high,high"
C,W,W_C.png,training,2,5,2,high,stripes,feet,W,E,F,C,218,2_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_C.png,Resources/W_F.png","low,low,high,high"
F,E,E_F.png,training,2,6,6,low,stripes,feet,W,E,F,C,218,6_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_C.png,Resources/W_F.png","low,low,high,high"
F,W,W_F.png,training,2,7,4,high,stripes,feet,W,E,F,C,218,4_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_C.png,Resources/W_F.png","low,low,high,high"
C,E,E_C.png,training,2,8,4,low,stripes,feet,W,E,F,C,218,4_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_C.png,Resources/W_F.png","low,low,high,high"
F,E,E_F.png,training,3,9,3,low,stripes,feet,W,E,F,C,218,3_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_C.png,Resources/W_F.png","low,low,high,high"
C,W,W_C.png,training,3,10,7,high,stripes,feet,W,E,F,C,218,7_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_C.png,Resources/W_F.png","low,low,high,high"
F,W,W_F.png,training,3,11,10,high,stripes,feet,W,E,F,C,218,10_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_C.png,Resources/W_F.png","low,low,high,high"
C,E,E_C.png,training,3,12,1,low,stripes,feet,W,E,F,C,218,1_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_C.png,Resources/W_F.png","low,low,high,high"
C,E,E_C.png,training,4,13,2,low,stripes,feet,W,E,F,C,218,2_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_C.png,Resources/W_F.png","low,low,high,high"
F,E,E_F.png,training,4,14,6,low,stripes,feet,W,E,F,C,218,6_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_C.png,Resources/W_F.png","low,low,high,high"
C,W,W_C.png,training,4,15,4,high,stripes,feet,W,E,F,C,218,4_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_C.png,Resources/W_F.png","low,low,high,high"
F,W,W_F.png,training,4,16,8,high,stripes,feet,W,E,F,C,218,8_score.png,"Resources/E_F.png,Resources/E_C.png,Resources/W_C.png,Resources/W_F.png","low,low,high,high"
