feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,stripes_high,stripes_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories
F,W,W_F.png,training,1,1,1,low,stripes,feet,E,W,C,F,208,1_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_C.png,Resources/E_F.png","low,low,high,high"
F,E,E_F.png,training,1,2,5,high,stripes,feet,E,W,C,F,208,5_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_C.png,Resources/E_F.png","low,low,high,high"
C,W,W_C.png,training,1,3,3,low,stripes,feet,E,W,C,F,208,3_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_C.png,Resources/E_F.png","low,low,high,high"
C,E,E_C.png,training,1,4,10,high,stripes,feet,E,W,C,F,208,10_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_C.png,Resources/E_F.png","low,low,high,high"
C,E,E_C.png,training,2,5,10,high,stripes,feet,E,W,C,F,208,10_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_C.png,Resources/E_F.png","low,low,high,high"
F,W,W_F.png,training,2,6,2,low,stripes,feet,E,W,C,F,208,2_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_C.png,Resources/E_F.png","low,low,high,high"
C,W,W_C.png,training,2,7,1,low,stripes,feet,E,W,C,F,208,1_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_C.png,Resources/E_F.png","low,low,high,high"
F,E,E_F.png,training,2,8,10,high,stripes,feet,E,W,C,F,208,10_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_C.png,Resources/E_F.png","low,low,high,high"
F,E,E_F.png,training,3,9,8,high,stripes,feet,E,W,C,F,208,8_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_C.png,Resources/E_F.png","low,low,high,high"
F,W,W_F.png,training,3,10,3,low,stripes,feet,E,W,C,F,208,3_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_C.png,Resources/E_F.png","low,low,high,high"
C,W,W_C.png,training,3,11,1,low,stripes,feet,E,W,C,F,208,1_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_C.png,Resources/E_F.png","low,low,high,high"
C,E,E_C.png,training,3,12,5,high,stripes,feet,E,W,C,F,208,5_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_C.png,Resources/E_F.png","low,low,high,high"
F,E,E_F.png,training,4,13,7,high,stripes,feet,E,W,C,F,208,7_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_C.png,Resources/E_F.png","low,low,high,high"
C,W,W_C.png,training,4,14,9,low,stripes,feet,E,W,C,F,208,9_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_C.png,Resources/E_F.png","low,low,high,high"
F,W,W_F.png,training,4,15,5,low,stripes,feet,E,W,C,F,208,5_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_C.png,Resources/E_F.png","low,low,high,high"
C,E,E_C.png,training,4,16,8,high,stripes,feet,E,W,C,F,208,8_score.png,"Resources/W_C.png,Resources/W_F.png,Resources/E_C.png,Resources/E_F.png","low,low,high,high"
