feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,stripes_high,stripes_low,participant_id,rep_image_file,images_list,testing_categories
C,E,E_C.png,training,1,1,5,high,feet,stripes,C,F,E,W,293,5_score.png,"Resources/E_C.png,Resources/W_C.png,Resources/W_F.png,Resources/E_F.png","high,high,low,low"
F,W,W_F.png,training,1,2,4,low,feet,stripes,C,F,E,W,293,4_score.png,"Resources/E_C.png,Resources/W_C.png,Resources/W_F.png,Resources/E_F.png","high,high,low,low"
F,E,E_F.png,training,1,3,5,low,feet,stripes,C,F,E,W,293,5_score.png,"Resources/E_C.png,Resources/W_C.png,Resources/W_F.png,Resources/E_F.png","high,high,low,low"
C,W,W_C.png,training,1,4,10,high,feet,stripes,C,F,E,W,293,10_score.png,"Resources/E_C.png,Resources/W_C.png,Resources/W_F.png,Resources/E_F.png","high,high,low,low"
C,W,W_C.png,training,2,5,7,high,feet,stripes,C,F,E,W,293,7_score.png,"Resources/E_C.png,Resources/W_C.png,Resources/W_F.png,Resources/E_F.png","high,high,low,low"
F,W,W_F.png,training,2,6,1,low,feet,stripes,C,F,E,W,293,1_score.png,"Resources/E_C.png,Resources/W_C.png,Resources/W_F.png,Resources/E_F.png","high,high,low,low"
F,E,E_F.png,training,2,7,3,low,feet,stripes,C,F,E,W,293,3_score.png,"Resources/E_C.png,Resources/W_C.png,Resources/W_F.png,Resources/E_F.png","high,high,low,low"
C,E,E_C.png,training,2,8,8,high,feet,stripes,C,F,E,W,293,8_score.png,"Resources/E_C.png,Resources/W_C.png,Resources/W_F.png,Resources/E_F.png","high,high,low,low"
C,W,W_C.png,training,3,9,8,high,feet,stripes,C,F,E,W,293,8_score.png,"Resources/E_C.png,Resources/W_C.png,Resources/W_F.png,Resources/E_F.png","high,high,low,low"
F,E,E_F.png,training,3,10,5,low,feet,stripes,C,F,E,W,293,5_score.png,"Resources/E_C.png,Resources/W_C.png,Resources/W_F.png,Resources/E_F.png","high,high,low,low"
F,W,W_F.png,training,3,11,7,low,feet,stripes,C,F,E,W,293,7_score.png,"Resources/E_C.png,Resources/W_C.png,Resources/W_F.png,Resources/E_F.png","high,high,low,low"
C,E,E_C.png,training,3,12,10,high,feet,stripes,C,F,E,W,293,10_score.png,"Resources/E_C.png,Resources/W_C.png,Resources/W_F.png,Resources/E_F.png","high,high,low,low"
C,W,W_C.png,training,4,13,6,high,feet,stripes,C,F,E,W,293,6_score.png,"Resources/E_C.png,Resources/W_C.png,Resources/W_F.png,Resources/E_F.png","high,high,low,low"
C,E,E_C.png,training,4,14,10,high,feet,stripes,C,F,E,W,293,10_score.png,"Resources/E_C.png,Resources/W_C.png,Resources/W_F.png,Resources/E_F.png","high,high,low,low"
F,W,W_F.png,training,4,15,5,low,feet,stripes,C,F,E,W,293,5_score.png,"Resources/E_C.png,Resources/W_C.png,Resources/W_F.png,Resources/E_F.png","high,high,low,low"
F,E,E_F.png,training,4,16,7,low,feet,stripes,C,F,E,W,293,7_score.png,"Resources/E_C.png,Resources/W_C.png,Resources/W_F.png,Resources/E_F.png","high,high,low,low"
