wing,color,tail,image_file,phase,rep,trial_num,food_amount,category,relevant_dim_1,relevant_dim_2,irrelevant_dim,tail_high,tail_low,color_high,color_low,wing_rel,color_rel,tail_rel,wing_high,wing_low,participant_id,food_image_file,images_list,testing_categories
T,B,S,T_B_S.png,training,2,11,8,high,tail,color,wing,S,C,B,Y,I2,H2,H1,T,N,14,8_food.png,"Resources/T_B_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_S.png","high,high,low,medium,medium,medium,low,medium"
N,B,S,N_B_S.png,training,2,12,5,high,tail,color,wing,S,C,B,Y,I1,H2,H1,T,N,14,5_food.png,"Resources/T_B_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_S.png","high,high,low,medium,medium,medium,low,medium"
N,Y,S,N_Y_S.png,training,2,13,5,medium,tail,color,wing,S,C,B,Y,I1,L2,H1,T,N,14,5_food.png,"Resources/T_B_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_S.png","high,high,low,medium,medium,medium,low,medium"
T,Y,S,T_Y_S.png,training,2,14,8,medium,tail,color,wing,S,C,B,Y,I2,L2,H1,T,N,14,8_food.png,"Resources/T_B_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_S.png","high,high,low,medium,medium,medium,low,medium"
N,Y,C,N_Y_C.png,training,2,15,2,low,tail,color,wing,S,C,B,Y,I1,L2,L1,T,N,14,2_food.png,"Resources/T_B_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_S.png","high,high,low,medium,medium,medium,low,medium"
T,Y,C,T_Y_C.png,training,2,16,4,low,tail,color,wing,S,C,B,Y,I2,L2,L1,T,N,14,4_food.png,"Resources/T_B_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_S.png","high,high,low,medium,medium,medium,low,medium"
T,B,C,T_B_C.png,training,3,17,5,medium,tail,color,wing,S,C,B,Y,I2,H2,L1,T,N,14,5_food.png,"Resources/T_B_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_S.png","high,high,low,medium,medium,medium,low,medium"
N,Y,S,N_Y_S.png,training,3,18,7,medium,tail,color,wing,S,C,B,Y,I1,L2,H1,T,N,14,7_food.png,"Resources/T_B_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_S.png","high,high,low,medium,medium,medium,low,medium"
N,B,S,N_B_S.png,training,3,19,4,high,tail,color,wing,S,C,B,Y,I1,H2,H1,T,N,14,4_food.png,"Resources/T_B_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_S.png","high,high,low,medium,medium,medium,low,medium"
T,B,S,T_B_S.png,training,3,20,7,high,tail,color,wing,S,C,B,Y,I2,H2,H1,T,N,14,7_food.png,"Resources/T_B_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_S.png","high,high,low,medium,medium,medium,low,medium"
N,Y,C,N_Y_C.png,training,3,21,3,low,tail,color,wing,S,C,B,Y,I1,L2,L1,T,N,14,3_food.png,"Resources/T_B_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_S.png","high,high,low,medium,medium,medium,low,medium"
N,B,C,N_B_C.png,training,3,22,5,medium,tail,color,wing,S,C,B,Y,I1,H2,L1,T,N,14,5_food.png,"Resources/T_B_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_S.png","high,high,low,medium,medium,medium,low,medium"
T,Y,C,T_Y_C.png,training,3,23,4,low,tail,color,wing,S,C,B,Y,I2,L2,L1,T,N,14,4_food.png,"Resources/T_B_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_S.png","high,high,low,medium,medium,medium,low,medium"
T,Y,S,T_Y_S.png,training,3,24,6,medium,tail,color,wing,S,C,B,Y,I2,L2,H1,T,N,14,6_food.png,"Resources/T_B_S.png,Resources/N_B_S.png,Resources/N_Y_C.png,Resources/T_B_C.png,Resources/N_B_C.png,Resources/T_Y_S.png,Resources/T_Y_C.png,Resources/N_Y_S.png","high,high,low,medium,medium,medium,low,medium"
