feet,color,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,color_high,color_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories
C,G,G_C.png,training,1,1,4,high,color,feet,G,Y,F,C,78,4_score.png,"Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png","high,low,high,low"
F,Y,Y_F.png,training,1,2,5,low,color,feet,G,Y,F,C,78,5_score.png,"Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png","high,low,high,low"
F,G,G_F.png,training,1,3,8,high,color,feet,G,Y,F,C,78,8_score.png,"Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png","high,low,high,low"
C,Y,Y_C.png,training,1,4,5,low,color,feet,G,Y,F,C,78,5_score.png,"Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png","high,low,high,low"
C,G,G_C.png,training,2,5,9,high,color,feet,G,Y,F,C,78,9_score.png,"Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png","high,low,high,low"
F,Y,Y_F.png,training,2,6,1,low,color,feet,G,Y,F,C,78,1_score.png,"Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png","high,low,high,low"
F,G,G_F.png,training,2,7,7,high,color,feet,G,Y,F,C,78,7_score.png,"Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png","high,low,high,low"
C,Y,Y_C.png,training,2,8,2,low,color,feet,G,Y,F,C,78,2_score.png,"Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png","high,low,high,low"
F,G,G_F.png,training,3,9,10,high,color,feet,G,Y,F,C,78,10_score.png,"Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png","high,low,high,low"
F,Y,Y_F.png,training,3,10,4,low,color,feet,G,Y,F,C,78,4_score.png,"Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png","high,low,high,low"
C,G,G_C.png,training,3,11,6,high,color,feet,G,Y,F,C,78,6_score.png,"Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png","high,low,high,low"
C,Y,Y_C.png,training,3,12,1,low,color,feet,G,Y,F,C,78,1_score.png,"Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png","high,low,high,low"
C,Y,Y_C.png,training,4,13,2,low,color,feet,G,Y,F,C,78,2_score.png,"Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png","high,low,high,low"
C,G,G_C.png,training,4,14,7,high,color,feet,G,Y,F,C,78,7_score.png,"Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png","high,low,high,low"
F,G,G_F.png,training,4,15,8,high,color,feet,G,Y,F,C,78,8_score.png,"Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png","high,low,high,low"
F,Y,Y_F.png,training,4,16,6,low,color,feet,G,Y,F,C,78,6_score.png,"Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png","high,low,high,low"
