feet,color,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,color_high,color_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories
C,Y,Y_C.png,training,1,1,8,high,color,feet,Y,G,F,C,172,8_score.png,"Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png","low,high,low,high"
C,G,G_C.png,training,1,2,1,low,color,feet,Y,G,F,C,172,1_score.png,"Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png","low,high,low,high"
F,Y,Y_F.png,training,1,3,10,high,color,feet,Y,G,F,C,172,10_score.png,"Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png","low,high,low,high"
F,G,G_F.png,training,1,4,5,low,color,feet,Y,G,F,C,172,5_score.png,"Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png","low,high,low,high"
C,Y,Y_C.png,training,2,5,4,high,color,feet,Y,G,F,C,172,4_score.png,"Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png","low,high,low,high"
F,Y,Y_F.png,training,2,6,10,high,color,feet,Y,G,F,C,172,10_score.png,"Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png","low,high,low,high"
C,G,G_C.png,training,2,7,4,low,color,feet,Y,G,F,C,172,4_score.png,"Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png","low,high,low,high"
F,G,G_F.png,training,2,8,4,low,color,feet,Y,G,F,C,172,4_score.png,"Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png","low,high,low,high"
F,G,G_F.png,training,3,9,3,low,color,feet,Y,G,F,C,172,3_score.png,"Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png","low,high,low,high"
C,G,G_C.png,training,3,10,2,low,color,feet,Y,G,F,C,172,2_score.png,"Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png","low,high,low,high"
F,Y,Y_F.png,training,3,11,6,high,color,feet,Y,G,F,C,172,6_score.png,"Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png","low,high,low,high"
C,Y,Y_C.png,training,3,12,8,high,color,feet,Y,G,F,C,172,8_score.png,"Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png","low,high,low,high"
C,G,G_C.png,training,4,13,2,low,color,feet,Y,G,F,C,172,2_score.png,"Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png","low,high,low,high"
C,Y,Y_C.png,training,4,14,6,high,color,feet,Y,G,F,C,172,6_score.png,"Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png","low,high,low,high"
F,Y,Y_F.png,training,4,15,8,high,color,feet,Y,G,F,C,172,8_score.png,"Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png","low,high,low,high"
F,G,G_F.png,training,4,16,3,low,color,feet,Y,G,F,C,172,3_score.png,"Resources/G_F.png,Resources/Y_C.png,Resources/G_C.png,Resources/Y_F.png","low,high,low,high"
