feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,stripes_high,stripes_low,feet_high,feet_low,participant_id,rep_image_file,images_list,testing_categories
F,E,E_F.png,training,1,1,7,high,stripes,feet,E,W,F,C,16,7_score.png,"Resources/W_F.png,Resources/E_C.png,Resources/W_C.png,Resources/E_F.png","low,high,low,high"
C,W,W_C.png,training,1,2,2,low,stripes,feet,E,W,F,C,16,2_score.png,"Resources/W_F.png,Resources/E_C.png,Resources/W_C.png,Resources/E_F.png","low,high,low,high"
F,W,W_F.png,training,1,3,4,low,stripes,feet,E,W,F,C,16,4_score.png,"Resources/W_F.png,Resources/E_C.png,Resources/W_C.png,Resources/E_F.png","low,high,low,high"
C,E,E_C.png,training,1,4,9,high,stripes,feet,E,W,F,C,16,9_score.png,"Resources/W_F.png,Resources/E_C.png,Resources/W_C.png,Resources/E_F.png","low,high,low,high"
C,E,E_C.png,training,2,5,4,high,stripes,feet,E,W,F,C,16,4_score.png,"Resources/W_F.png,Resources/E_C.png,Resources/W_C.png,Resources/E_F.png","low,high,low,high"
F,E,E_F.png,training,2,6,7,high,stripes,feet,E,W,F,C,16,7_score.png,"Resources/W_F.png,Resources/E_C.png,Resources/W_C.png,Resources/E_F.png","low,high,low,high"
C,W,W_C.png,training,2,7,3,low,stripes,feet,E,W,F,C,16,3_score.png,"Resources/W_F.png,Resources/E_C.png,Resources/W_C.png,Resources/E_F.png","low,high,low,high"
F,W,W_F.png,training,2,8,3,low,stripes,feet,E,W,F,C,16,3_score.png,"Resources/W_F.png,Resources/E_C.png,Resources/W_C.png,Resources/E_F.png","low,high,low,high"
