feet,stripes,image_file,phase,rep,trial_num,fertility_score,category,relevant_dim,irrelevant_dim,feet_high,feet_low,stripes_high,stripes_low,participant_id,rep_image_file,images_list,testing_categories
F,E,E_F.png,training,1,1,6,low,feet,stripes,C,F,E,W,5,6_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/W_C.png,Resources/E_C.png","low,low,high,high"
C,W,W_C.png,training,1,2,9,high,feet,stripes,C,F,E,W,5,9_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/W_C.png,Resources/E_C.png","low,low,high,high"
C,E,E_C.png,training,1,3,10,high,feet,stripes,C,F,E,W,5,10_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/W_C.png,Resources/E_C.png","low,low,high,high"
F,W,W_F.png,training,1,4,2,low,feet,stripes,C,F,E,W,5,2_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/W_C.png,Resources/E_C.png","low,low,high,high"
F,E,E_F.png,training,2,5,5,low,feet,stripes,C,F,E,W,5,5_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/W_C.png,Resources/E_C.png","low,low,high,high"
F,W,W_F.png,training,2,6,1,low,feet,stripes,C,F,E,W,5,1_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/W_C.png,Resources/E_C.png","low,low,high,high"
C,W,W_C.png,training,2,7,9,high,feet,stripes,C,F,E,W,5,9_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/W_C.png,Resources/E_C.png","low,low,high,high"
C,E,E_C.png,training,2,8,8,high,feet,stripes,C,F,E,W,5,8_score.png,"Resources/E_F.png,Resources/W_F.png,Resources/W_C.png,Resources/E_C.png","low,low,high,high"
